timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-05-10T15:14:20,codecarbon,ea356f16-bf5b-45b3-b681-dfb6f84c930c,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,26.26424195800064,1.564609685045754e-05,5.957185772000327e-07,11.085454545454546,0.0,10.0,8.900215608263609e-05,0,7.008696469722257e-05,0.00015908912077985867,Brazil,BRA,rio grande do norte,,,Linux-6.11.0-25-generic-x86_64-with-glibc2.39,3.12.3,3.0.1,8,Intel(R) Core(TM) i3-10100F CPU @ 3.60GHz,,,-35.2235,-5.8111,15.53765869140625,machine,N,1.0
