SWOG Diamantino [Fazenda Itaipu], BR
SSGA Garibaldi, RS, BR
SSGW Goio Ere, PR, BR
SSHZ Horizontina, RS, BR
SNIA Igarape-Acu, PA, BR
SDUN Itaperuna, RJ, BR
SDYW Itapeva, SP, BR
SSJR Jaguarão, RS, BR
SDJL Jales, SP, BR
SNJI Jequitai [Fazenda Fortaleza de Santa Terezinha], MG, BR
SNJQ Jequitinhonha, MG, BR
SNJP João Pinheiro, MG, BR
SNLY Lagoa da Prata, BR
SNMC Macaúbas, BA, BR
SWFN Manaus [Flores], AM, BR
SDMH Mirassol [Mirassol Airport], SP, BR
SWMX Morrinhos, GO, BR
SWNM Normandia, RR, BR
SSID Nova Andradina [Independencia], BR
SNRR Novo Repartimento [Fazenda Aratau], BR
SWGP Palmeiras de Goias, BR
SSPN PBB Paranaiba, MS, BR
SDPN Penápolis, SP, BR
SSIS Pirai do Sul, BR
SWPR Pires do Rio, GO, BR
SNPO Pompéu [Tenente Xavier], MG, BR
SDPV Presidente Venceslau, SP, BR
SNDC RDC Redenção, PA, BR
SSGF Ribas do Rio Pardo [Fazenda Formosa], BR
SSFV Ribas do Rio Pardo [Fazenda Recreio 3], BR
SNJW Sacramento [Jaguará], MG, BR
SDFH Santa Rosa do Viterbo [Fazenda Amalia], BR
SSSD Soledade, RS, BR
SBTL TEC Telemaco Borba, PR, BR
SIAB Tres Pontas [Leda Mello Resende], MG, BR
SIVD Unai [Fazenda dos Tres Rios], BR
SSWA Venancio Aires, RS, BR
SDVE Vera Cruz, SP, BR
SSVN Veranopolis, RS, BR
SNAH Adustina, BA, BR
SDAI Americana, SP, BR
SWAY Araguaiana, MT, BR
SSOG APX Arapongas, PR, BR
SNCF Aurora do Para, BR
SNBW Baião, PA, BR
SSTH Balsa Nova [Fazenda Thalia], BR
SWBI Barreirinha, AM, BR
SDBB Bebedouro, SP, BR
SNBT Benedito Leite, MA, BR
SBBC QAV Benjamin Constant, PA, BR
SDLO Cairu [Fazenda Pontal], BR
SNKB Campina Grande [Aeroclube], PB, BR
SNCS Campos Sales, CE, BR
SWEK Canarana, MT, BR
SIGF Chapada dos Guimaraes [Fazenda Jopejo], BR
SSAD Chapadao do Sul [Fazenda Ribeirao], BR
SIPG Cocalinho [Fazenda Agua Preta], BR
SNOA Coroatá, MA, BR
SNKR Corrente, PI, BR
SWFA Cristalina/F Pamplona, BR
SWDW Diamantino [Divisão], MT, BR
SNES Esplanada, BA, BR
SJJL Fazenda Campo Aberto, BA, BR
SJAK Fazenda F5, BR
SNFU Frutal, MG, BR
SNGB Gilbués, PI, BR
SWGD Goiandra/F Dourados, BR
SNGJ Grajaú, MA, BR
SNGH Guanhães, MG, BR
SSGR Guaporé, RS, BR
SDIG Ibitinga, SP, BR
SDJA Itirapina [Dr Augusto de A Botelho], BR
SNND Ituiutaba [Bertin Ltda], MG, BR
SDIV Ituverava, SP, BR
SDMV Jau [Fazenda Morro Vermelho], BR
SNMK Jaíba [Mocambinho], MG, BR
SDLL Leme, SP, BR
SSMR Manoel Ribas, PR, BR
SDEG Martinopolis [Fazenda Nova California], BR
SDKK Mococa, SP, BR
SIBY Monteior, PB, BR
SNRY Nazaré da Mata [Uzina Matary], BR
SWGZ Nova Olimpia [Fazenda Guanabara], BR
SNNT Nova Ponte, BR
SNOE Oeiras, PI, BR
SNLT Paulistana, PI, BR
SWPA Pedro Afonso, TO, BR
SWPK Poconé, MT, BR
SNZP Poçõne [Poçõne], BA, BR
SDEP Presidente Epitacio, SP, BR
SNQM Queimadas, BA, BR
SNRP Rio Paranaíba, MG, BR
SWCE Santo Antonio do Leverger [Fazenda Cedro], BR
SWLV Santo Antonio do Leverger, BR
SSXD Sarandi, RS, BR
SNSO Serro, MG, BR
SNSB São Bento, MA, BR
SWVI São Valerio, BR
SBTK TRQ Tarauacá, AC, BR
SNVI Três Corações [Mello Vianna], MG, BR
SNTM Turmalina, MG, BR
SSUM UMU Umuarama, PR, BR
SSVC Vacaria, RS, BR
SNXQ Xique-Xique, BA, BR
SSAM Amambai, MS, BR
SWJV Atalaia do Norte [Palmeiras do Javari], AM, BR
SNBG Baixo Guandú [Baixo Guandú-Aimorés], ES, BR
SWBL Balbina [Presidente Figueiredo], AM, BR
SDLU Barra Bonita [Fazenda Santa Luiza], BR
SNFZ Bocaiúva [Fazenda Villa Terezinha], MG, BR
SWBS Brasiléia, AC, BR
SSBE Camapuã, MS, BR
SNCV Campina Verde, MG, BR
SDXJ Costa Rica, MS, BR
SWKX Cáceres [Corixá], MT, BR
SWDV Cáceres [Descalvados], MT, BR
SSEA Dourados [Spessato Aviacao Agricola], BR
SDIB Espirito Santo do Pinhal [Irmaos Ribeiro], BR
SDRA Fazenda Das Represas, BR
SIZG Fazenda Encantado Das Aguas, BR
SJCQ Fazenda Serra Azul, BR
SWSG Fazenda Simarelli, BR
SSFK Forte Coimbra [Corumbá], MS, BR
SIPE Goiana [Itapessoca], BR
SNGU Gurupa, PA, BR
SSAB Ibaiti, PR, BR
SIRJ Itaituba [Caima], BR
SIBZ Itaporanga, PB, BR
SSLA Laguna, SC, BR
SSOL Lavras, MG, BR
SSBY Miranda [Orlando Chesini Ometto], BR
SNKQ Moju, BR
SWPN Paranã, TO, BR
SNPJ Patrocínio, MG, BR
SDZH Pindamonhangaba [Fazenda Santa Helena], BR
PGG Progresso, PA, BR
SDQQ Quata [Companhia Agricola de Quata], BR
SJQN Quirinópolis, GO, BR
SNLU Rio Largo [Usina Utinga], AL, BR
SJBY Santa Inês [João Silva], MA, BR
SWFU Santíssima Trindade [Fortuna], MT, BR
SNRE Serra Dourada [Fazenda Rebeca], BA, BR
SWRU Tesouro [Meruri (Umberto Bosaipo)], MT, BR
SWTC Tocantinia, TO, BR
SSSF Tres Lagoas [Fazenda San Marino], BR
SWUP Uirapuru, MT, BR
SNAU Aracaju [Aeroclub], SE, BR
SNUI Araçuaí, MG, BR
AQM Ariquemes, RO, BR
SSZQ Bela Vista [Fazenda Panorama], BR
SNBK Bocaiúva, MG, BR
SWCX Cabixi, BR
SWQI Caracaraá, RR, BR
SIZO Cocalinho [Calcario Vale do Araguaia], BR
SNKH Creputia, PA, BR
SNUK Cumaru do Norte, BR
SNDY Dores do Indaia, BR
ESI Espinosa, MG, BR
SNFO Formiga [Formiga Airport], MG, BR
SBFT Fronteira, MG, BR
SNSR Guarda Mor [Fazenda Santos Reis], BR
SWIA Iassiara, GO, BR
SNQW Itaituba/Cururu, PA, BR
SNYB Ituiutaba, MG, BR
SSJI Jardim, MS, BR
SBLS Lagoa Santa, MG, BR
SNLN Linhares, ES, BR
SWUC Luciára, MT, BR
SNXA Machado, MG, BR
SSMJ Maracaju, MS, BR
SNNP Nilo Peçanha, PA, BR
SWNR Nortelândia, MT, BR
SNOY Ouricuri, PE, BR
SNZR Paracatu, MG, BR
SDLJ Parauapebas [Igarape Bahia], BR
SNPB Pastos Bons, MA, BR
SWUI Pauini, AM, BR
SNPZ Pedra Azul, MG, BR
SNPH Pedras de Maria da Cruz [Fazenda do Cantagalo], BR
PIG Pitinga, AM, BR
SDPF Porto Ferreira, BR
SNIN Prainha, PA, BR
SNRN Rio Tinto, BR
SNSC Sacramento, MG, BR
SNSS Salinas, MG, BR
SNWR Senador Jose Porfirio [Wilma Rebelo], BR
SNSQ Serra Quatro, BR
SIUW Tres Lagoas [Candote], BR
SNAS Tres Marias, MG, BR
SWXU Xapuri, AC, BR
SNAC Xinguara [Fazenda Santa Rosa], BR
SDAD Adamantina [Everaldo Moraes Barreto], SP, BR
SNYA Almeirim, PA, BR
SWGR Alto Graças, MT, BR
SSAN Andirá, PR, BR
SNAG Araguari, MG, BR
SSYA Arapoti, PR, BR
SNAB Araripina, PE, BR
SSNW Barreiras [Fazenda Buriti], BA, BR
SNEL Belterra, PA, BR
SNRH Boa Esperanca [Rachid Saliba], BR
SNPS Buritis [Pontezinha], BR
SWHC Cachoeira Dourada, BR
SWKK Cacoal, RO, BR
SIMJ Capinopolis [Capinopolis Aviac Agri Buttarello Ltda], BR
SWCW Cavalcante, GO, BR
SWCZ Ceres, GO, BR
SSCT Cianorte, PR, BR
SNQV Curvelo, MG, BR
SSDP Dom Pedrito, BR
SWCD Fazenda Santa Monica, BR
SNTT Felixlandia [Tranquilo Testolin], BR
SNGR Gorotire, PA, BR
SNGX Guaxupé, MG, BR
SNHP Herbert Mata Pires, BR
SSYB Imbituba, PR, BR
SNZK Itacarambi [Fazenda Canada], BR
SDWH Jose Bonifacio [Fazenda Avanhandava], BR
SSLN Lontras [Helmuth Baungartem], SC, BR
SSCR Marechal Candido Rondon, PR, BR
SSMD Medianeira, PR, BR
SWMR Morrinhos, GO, BR
SWOW Moura, AM, BR
SWPJ Palmas, BR
SNPU Paraguaçu, MG, BR
SWPV Planaltina, DF, BR
SSFI Ponta Pora [Fazenda Itamarati], BR
SWWA Porangatu, GO, BR
SNRT Prata, MG, BR
SSRE Realeza, PR, BR
SJDE Rosana [Usina Porto Primavera], BR
SWSR Sertania, MT, BR
SSQC Siqueira Campos, PR, BR
SWTY Taguatinga, TO, BR
SJUR Terravista, BR
TUZ Tucumã, PA, BR
SNUB Ubá, MG, BR
SNFA Unai [Fazenda Santo Antonio], BR
SWWU Uruaçu, GO, BR
SDUO Alagoinhas, BR
SWAU Alto Paraguai, BR
SWNH Aruanã, GO, BR
SSBB Bodoquena [Estrela Dalva], BR
SWYV Buriti Alegre [Edmar Ferreira], BR
SNFG Capitao Poco, BR
SNQY Cariri, BR
SSQT Castro, PR, BR
SNXW Chaves, PA, BR
SDXB Cristalina, GO, BR
SWWL Fazenda Agrocentro, BR
SIFR Fazenda Romaria, BR
SWFR Formosa, GO, BR
SWGO Goianesia, BR
SSIT Irati, BR
SDUD Jaboticabal [Usina Santa Adelia], BR
SIBD Maraba [Benedito Mutran], BR
SDAS Mirandopolis [Fazenda Santo Antonio 4], BR
SNTK Monte Carmelo, MG, BR
SDOV Mozarlândia, GO, BR
SNTD Natalandia [Fazenda Mamoneira], BR
SSNO Nonoai, RS, BR
SDOL Olimpia, BR
SDFA Pereira Barreto [Fazenda Bonanca], BR
SNXO Poco Branco, BR
SSPK Porecatu, PR, BR
SWFQ Porto Nacional [Fazenda Alvorada], BR
SNRX Riachão, MA, BR
SNSU Santa Cruz Cabralia [Usina Santa Cruz], BR
SDAJ Santo Antonio Aracangua [Fazenda Santa Marina], BR
SNTV Taiobeiras [Fazenda Veredao], BR
SNUN Unaí, MG, BR
SWWK Urucará, AM, BR
SNUT Utinga, BA, BR
SWAB Abuna, BR
SJER Acreuna [Fazenda Canada], BR
SWYN Apuí [Prainha], AM, BR
SWAN Arenápolis, MT, BR
SNBY Bambui, BR
SSBR Bandeirantes, PR, BR
SSBT Bataipora [Fazenda Santa Ilidia], BR
SNCI Capanema [Cibrasa], BR
SNKP Capelinha, BR
SWKR Caracara, BR
SNCT Caratinga [Ubaporanga], MG, BR
SNEW Carneirinho [Fazenda Congonhas], BR
SDCD Catanduva, BR
SNXS Caxias, BR
SSIC Dourados/Aplic, BR
SSIF Fazenda Baunilha, BR
SJFF Frigoestrela, BR
SSGV Getulio Vargas, BR
SSBI Iguatemi, MS, BR
SWIP Ipameri, GO, BR
SNFM Itaituba/Faz MM, BR
SSUY Itapura [Fazenda Menina], BR
SIZI Itaruma [Fazenda Vitoria], BR
SWJC Jaciara, MT, BR
SSLO Loanda, PR, BR
SWME Mineiros, GO, BR
SWAJ Mucajai/Jaragua, BR
SSPT Palotina, PR, BR
SWPX Peixe, BR
SNRA Pirapora, BR
SSSZ Sertanopolis, PR, BR
SNTX Tailandia, BR
SNDR Timon [Domingos Rego], BR
SJXS Veracel, BR
SNRV Xinguara, BR
SDAF Analandia [Fazenda Palmeiras], BR
SDFI Araraquara [Fazenda Itaquere], BR
SWXC Cerejeiras [Fazenda Tropical], BR
SSJP Colorado [Fazenda Junqueira 2], BR
SWSM Cáceres [Fazenda Santa Maria], BR
SSUW Guarapuava, BR
SBIT Itumbiara [Hidroeletrica], BR
SDXE Jaboticabal [Chacara Serradinho], BR
SNMW Montalvania, BR
SSNB Navirai, MS, BR
SWRZ Nortelandia [Fazenda Arrossensal], BR
SWPF Pres Figueiredo, BR
SNOP Propriá, SE, BR
SSQF Sete Quedas [Fazenda Floresta Negra], BR
SSIE Teruel Ipanema Estancia, BR
SSWD Vicente Dutra, BR
SNPL Portel, BR
SBEN Macae Plataforma SS18, BR
SBPW Pindamonhangaba Visaba, BR
