timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-06-08T18:35:47,codecarbon,5569f1f7-1ca4-4e1c-9c55-b81bc8aaa19a,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2765.9253081999486,0.009187647772564823,3.3217266371318253e-06,112.0,0.0,10.0,0.08577058895373503,0.0,0.007649183411384972,0.09341977236512002,Brazil,BRA,rio grande do norte,,,Windows-11-10.0.22631-SP0,3.12.5,3.0.2,8,11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,,,-35.2235,-5.8111,15.705188751220703,machine,N,1.0
