timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-06-08T20:50:48,codecarbon,1e51daae-0075-4922-a9fd-26b7a1b2c716,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,19.213032515999657,1.699821852198534e-05,8.847233516015793e-07,19.548750000000002,0.0,10.0,0.00012243828903504825,0.0,5.039917102499708e-05,0.00017283746006004533,Brazil,BRA,rio grande do norte,,,Linux-6.11.0-26-generic-x86_64-with-glibc2.39,3.12.3,3.0.2,8,Intel(R) Core(TM) i3-10100F CPU @ 3.60GHz,,,-35.2235,-5.8111,15.537651062011719,machine,N,1.0
