timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-06-08T12:58:05,codecarbon,fdf904a7-62ef-4ea3-a3d0-63253f7bcf35,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,28.059249800047837,9.333890932911359e-05,3.3264934021491356e-06,112.0,0.0,10.0,0.0008713299093333383,0.0,7.773778222229641e-05,0.0009490676915556349,Brazil,BRA,rio grande do norte,,,Windows-11-10.0.22631-SP0,3.12.5,3.0.2,8,11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,,,-35.2235,-5.8111,15.705188751220703,machine,N,1.0
